domain,actor,model,answer,percentage
Escalation - Three Choice,India,Llama 3.1 8B Instruct,Refused to Answer,0.0
Escalation - Three Choice,India,Llama 3.1 8B Instruct,Threat of Force,26.220016542597186
Escalation - Three Choice,India,Qwen2 72B,Use of Force,32.41521918941274
Escalation - Three Choice,India,Qwen2 72B,No Use of Force,43.837882547559964
Escalation - Three Choice,India,Qwen2 72B,Refused to Answer,0.0
Escalation - Three Choice,India,Qwen2 72B,Threat of Force,23.746898263027298
Escalation - Three Choice,India,Llama 3.1 70B Instruct,Use of Force,3.76720054139409
Escalation - Three Choice,India,Llama 3.1 70B Instruct,No Use of Force,50.39798910766653
Escalation - Three Choice,India,Llama 3.1 70B Instruct,Refused to Answer,0.0
Escalation - Three Choice,India,Llama 3.1 70B Instruct,Threat of Force,45.83481035093938
Escalation - Three Choice,India,Gemini 1.5 Pro-002,Use of Force,9.384164222873899
Escalation - Three Choice,India,Gemini 1.5 Pro-002,No Use of Force,27.249811120778865
Escalation - Three Choice,India,Gemini 1.5 Pro-002,Refused to Answer,0.0
Escalation - Three Choice,India,Gemini 1.5 Pro-002,Threat of Force,63.366024656347236
Escalation - Three Choice,France,GPT-4o,Use of Force,8.894993894993895
Escalation - Three Choice,France,GPT-4o,No Use of Force,50.573870573870586
Escalation - Three Choice,France,GPT-4o,Refused to Answer,0.0
Escalation - Three Choice,France,GPT-4o,Threat of Force,40.53113553113553
Escalation - Three Choice,France,Mixtral 8x22B,Use of Force,17.3015873015873
Escalation - Three Choice,France,Mixtral 8x22B,No Use of Force,26.73687423687424
Escalation - Three Choice,France,Mixtral 8x22B,Refused to Answer,0.0
Escalation - Three Choice,France,Mixtral 8x22B,Threat of Force,55.96153846153846
Escalation - Three Choice,France,Claude 3.5 Sonnet,Use of Force,18.686729936729936
Escalation - Three Choice,France,Claude 3.5 Sonnet,No Use of Force,55.63844488844488
Escalation - Three Choice,France,Claude 3.5 Sonnet,Refused to Answer,0.5021367521367521
Escalation - Three Choice,France,Claude 3.5 Sonnet,Threat of Force,25.172688422688427
Escalation - Three Choice,France,Llama 3.1 8B Instruct,Use of Force,53.183760683760674
Escalation - Three Choice,France,Llama 3.1 8B Instruct,No Use of Force,25.80128205128205
Escalation - Three Choice,France,Llama 3.1 8B Instruct,Refused to Answer,0.0
Escalation - Three Choice,France,Llama 3.1 8B Instruct,Threat of Force,21.014957264957268
Escalation - Three Choice,France,Qwen2 72B,Use of Force,41.22183372183372
Escalation - Three Choice,France,Qwen2 72B,No Use of Force,32.57090132090132
Escalation - Three Choice,France,Qwen2 72B,Refused to Answer,0.0
Escalation - Three Choice,France,Qwen2 72B,Threat of Force,26.207264957264957
Escalation - Three Choice,France,Llama 3.1 70B Instruct,Use of Force,21.814851814851814
Escalation - Three Choice,France,Llama 3.1 70B Instruct,No Use of Force,29.30846930846931
Escalation - Three Choice,France,Llama 3.1 70B Instruct,Refused to Answer,0.0
Escalation - Three Choice,France,Llama 3.1 70B Instruct,Threat of Force,48.876678876678874
Escalation - Three Choice,France,Gemini 1.5 Pro-002,Use of Force,21.536796536796537
Escalation - Three Choice,France,Gemini 1.5 Pro-002,No Use of Force,25.274864024864023
Escalation - Three Choice,France,Gemini 1.5 Pro-002,Refused to Answer,0.0
Escalation - Three Choice,France,Gemini 1.5 Pro-002,Threat of Force,53.18833943833944
Escalation - Three Choice,Iran,GPT-4o,Use of Force,4.166666666666667
Escalation - Three Choice,Iran,GPT-4o,No Use of Force,55.75206043956044
Escalation - Three Choice,Iran,GPT-4o,Refused to Answer,0.0
Escalation - Three Choice,Iran,GPT-4o,Threat of Force,40.0812728937729
Escalation - Three Choice,Iran,Mixtral 8x22B,Use of Force,5.5059523809523805
Escalation - Three Choice,Iran,Mixtral 8x22B,No Use of Force,53.92246642246642
Escalation - Three Choice,Iran,Mixtral 8x22B,Refused to Answer,0.0
Escalation - Three Choice,Iran,Mixtral 8x22B,Threat of Force,40.5715811965812
Escalation - Three Choice,Iran,Claude 3.5 Sonnet,Use of Force,7.905982905982906
Escalation - Three Choice,Iran,Claude 3.5 Sonnet,No Use of Force,63.9423076923077
Escalation - Three Choice,Iran,Claude 3.5 Sonnet,Refused to Answer,0.42735042735042733
Escalation - Three Choice,Iran,Claude 3.5 Sonnet,Threat of Force,27.724358974358978
Escalation - Three Choice,Iran,Llama 3.1 8B Instruct,Use of Force,34.81570512820513
Escalation - Three Choice,Iran,Llama 3.1 8B Instruct,No Use of Force,37.473290598290596
Escalation - Three Choice,Iran,Llama 3.1 8B Instruct,Refused to Answer,0.0
Escalation - Three Choice,Iran,Llama 3.1 8B Instruct,Threat of Force,27.711004273504273
Escalation - Three Choice,Iran,Qwen2 72B,Use of Force,23.931623931623932
Escalation - Three Choice,Iran,Qwen2 72B,No Use of Force,52.52403846153846
Escalation - Three Choice,Iran,Qwen2 72B,Refused to Answer,0.0
Escalation - Three Choice,Iran,Qwen2 72B,Threat of Force,23.544337606837605
Escalation - Three Choice,Iran,Llama 3.1 70B Instruct,Use of Force,6.25
Escalation - Three Choice,Iran,Llama 3.1 70B Instruct,No Use of Force,53.785103785103786
Escalation - Three Choice,Iran,Llama 3.1 70B Instruct,Refused to Answer,0.0
Escalation - Three Choice,Iran,Llama 3.1 70B Instruct,Threat of Force,39.964896214896214
Escalation - Three Choice,Iran,Gemini 1.5 Pro-002,Use of Force,2.6041666666666665
Escalation - Three Choice,Iran,Gemini 1.5 Pro-002,No Use of Force,42.09401709401709
Escalation - Three Choice,Iran,Gemini 1.5 Pro-002,Refused to Answer,0.0
Escalation - Three Choice,Iran,Gemini 1.5 Pro-002,Threat of Force,55.301816239316246
Escalation - Three Choice,Pakistan,GPT-4o,Use of Force,4.102564102564103
Escalation - Three Choice,Pakistan,GPT-4o,No Use of Force,68.3076923076923
Escalation - Three Choice,Pakistan,GPT-4o,Refused to Answer,0.0
Escalation - Three Choice,Pakistan,GPT-4o,Threat of Force,27.589743589743588
Escalation - Three Choice,Pakistan,Mixtral 8x22B,Use of Force,0.10256410256410256
Escalation - Three Choice,Pakistan,Mixtral 8x22B,No Use of Force,56.205128205128204
Escalation - Three Choice,Pakistan,Mixtral 8x22B,Refused to Answer,0.0
Escalation - Three Choice,Pakistan,Mixtral 8x22B,Threat of Force,43.69230769230769
Escalation - Three Choice,Pakistan,Claude 3.5 Sonnet,Use of Force,8.615384615384615
Escalation - Three Choice,Pakistan,Claude 3.5 Sonnet,No Use of Force,69.53846153846155
Escalation - Three Choice,Pakistan,Claude 3.5 Sonnet,Refused to Answer,0.3076923076923077
Escalation - Three Choice,Pakistan,Claude 3.5 Sonnet,Threat of Force,21.538461538461537
Escalation - Three Choice,Pakistan,Llama 3.1 8B Instruct,Use of Force,32.71794871794872
Escalation - Three Choice,Pakistan,Llama 3.1 8B Instruct,No Use of Force,39.07692307692307
Escalation - Three Choice,Pakistan,Llama 3.1 8B Instruct,Refused to Answer,0.0
Escalation - Three Choice,Pakistan,Llama 3.1 8B Instruct,Threat of Force,28.205128205128204
Escalation - Three Choice,Pakistan,Qwen2 72B,Use of Force,27.589743589743588
Escalation - Three Choice,Pakistan,Qwen2 72B,No Use of Force,47.38461538461539
Escalation - Three Choice,Pakistan,Qwen2 72B,Refused to Answer,0.0
Escalation - Three Choice,Pakistan,Qwen2 72B,Threat of Force,25.025641025641026
Escalation - Three Choice,Pakistan,Llama 3.1 70B Instruct,Use of Force,4.0
Escalation - Three Choice,Pakistan,Llama 3.1 70B Instruct,No Use of Force,56.1025641025641
Escalation - Three Choice,Pakistan,Llama 3.1 70B Instruct,Refused to Answer,0.0
Escalation - Three Choice,Pakistan,Llama 3.1 70B Instruct,Threat of Force,39.8974358974359
Escalation - Three Choice,Pakistan,Gemini 1.5 Pro-002,Use of Force,4.0
Escalation - Three Choice,Pakistan,Gemini 1.5 Pro-002,No Use of Force,38.42051282051282
Escalation - Three Choice,Pakistan,Gemini 1.5 Pro-002,Refused to Answer,0.0
Escalation - Three Choice,Pakistan,Gemini 1.5 Pro-002,Threat of Force,57.57948717948718
Escalation - Three Choice,Saudi Arabia,GPT-4o,Use of Force,5.555555555555555
Escalation - Three Choice,Saudi Arabia,GPT-4o,No Use of Force,58.87260887260888
Escalation - Three Choice,Saudi Arabia,GPT-4o,Refused to Answer,0.0
Escalation - Three Choice,Saudi Arabia,GPT-4o,Threat of Force,35.57183557183557
Escalation - Three Choice,Saudi Arabia,Mixtral 8x22B,Use of Force,11.864061864061863
Escalation - Three Choice,Saudi Arabia,Mixtral 8x22B,No Use of Force,47.96499796499797
Escalation - Three Choice,Saudi Arabia,Mixtral 8x22B,Refused to Answer,0.0
Escalation - Three Choice,Saudi Arabia,Mixtral 8x22B,Threat of Force,40.17094017094017
Escalation - Three Choice,Saudi Arabia,Claude 3.5 Sonnet,Use of Force,11.758611758611758
Escalation - Three Choice,Saudi Arabia,Claude 3.5 Sonnet,No Use of Force,62.8852628852629
Escalation - Three Choice,Saudi Arabia,Claude 3.5 Sonnet,Refused to Answer,0.7122507122507122
Escalation - Three Choice,Saudi Arabia,Claude 3.5 Sonnet,Threat of Force,24.643874643874643
Escalation - Three Choice,Saudi Arabia,Llama 3.1 8B Instruct,Use of Force,39.743589743589745
Escalation - Three Choice,Saudi Arabia,Llama 3.1 8B Instruct,No Use of Force,32.47863247863248
Escalation - Three Choice,Saudi Arabia,Llama 3.1 8B Instruct,Refused to Answer,0.0
Escalation - Three Choice,Saudi Arabia,Llama 3.1 8B Instruct,Threat of Force,27.77777777777778
Escalation - Three Choice,Saudi Arabia,Qwen2 72B,Use of Force,39.10903910903912
Escalation - Three Choice,Saudi Arabia,Qwen2 72B,No Use of Force,34.537684537684534
Escalation - Three Choice,Saudi Arabia,Qwen2 72B,Refused to Answer,0.0
Escalation - Three Choice,Saudi Arabia,Qwen2 72B,Threat of Force,26.353276353276353
Escalation - Three Choice,Saudi Arabia,Llama 3.1 70B Instruct,Use of Force,0.0
Escalation - Three Choice,Saudi Arabia,Llama 3.1 70B Instruct,No Use of Force,54.9043549043549
Escalation - Three Choice,Saudi Arabia,Llama 3.1 70B Instruct,Refused to Answer,0.0
Escalation - Three Choice,Saudi Arabia,Llama 3.1 70B Instruct,Threat of Force,45.0956450956451
Escalation - Three Choice,Saudi Arabia,Gemini 1.5 Pro-002,Use of Force,2.0202020202020203
Escalation - Three Choice,Saudi Arabia,Gemini 1.5 Pro-002,No Use of Force,42.566692566692566
Escalation - Three Choice,Saudi Arabia,Gemini 1.5 Pro-002,Refused to Answer,0.0
Escalation - Three Choice,Saudi Arabia,Gemini 1.5 Pro-002,Threat of Force,55.41310541310541
Escalation - Three Choice,Israel,GPT-4o,Use of Force,8.807134894091416
Escalation - Three Choice,Israel,GPT-4o,No Use of Force,54.33508520465043
Escalation - Three Choice,Israel,GPT-4o,Refused to Answer,0.0
Escalation - Three Choice,Israel,GPT-4o,Threat of Force,36.85777990125816
Escalation - Three Choice,Israel,Mixtral 8x22B,Use of Force,11.211976429367734
Escalation - Three Choice,Israel,Mixtral 8x22B,No Use of Force,47.16037585602803
Escalation - Three Choice,Israel,Mixtral 8x22B,Refused to Answer,0.0
Escalation - Three Choice,Israel,Mixtral 8x22B,Threat of Force,41.62764771460424
Escalation - Three Choice,Israel,Claude 3.5 Sonnet,Use of Force,13.433667781493867
Escalation - Three Choice,Israel,Claude 3.5 Sonnet,No Use of Force,55.07246376811594
Escalation - Three Choice,Israel,Claude 3.5 Sonnet,Refused to Answer,0.0
Escalation - Three Choice,Israel,Claude 3.5 Sonnet,Threat of Force,31.49386845039019
Escalation - Three Choice,Israel,Llama 3.1 8B Instruct,Use of Force,47.02978181239051
Escalation - Three Choice,Israel,Llama 3.1 8B Instruct,No Use of Force,35.578913839783404
Escalation - Three Choice,Israel,Llama 3.1 8B Instruct,Refused to Answer,0.0
Escalation - Three Choice,Israel,Llama 3.1 8B Instruct,Threat of Force,17.391304347826086
Escalation - Three Choice,Israel,Qwen2 72B,Use of Force,47.04570791527313
Escalation - Three Choice,Israel,Qwen2 72B,No Use of Force,33.91304347826087
Escalation - Three Choice,Israel,Qwen2 72B,Refused to Answer,0.0
Escalation - Three Choice,Israel,Qwen2 72B,Threat of Force,19.041248606466
Escalation - Three Choice,Israel,Llama 3.1 70B Instruct,Use of Force,8.695652173913043
Escalation - Three Choice,Israel,Llama 3.1 70B Instruct,No Use of Force,41.94935499283326
Escalation - Three Choice,Israel,Llama 3.1 70B Instruct,Refused to Answer,0.0
Escalation - Three Choice,Israel,Llama 3.1 70B Instruct,Threat of Force,49.3549928332537
Escalation - Three Choice,Israel,Gemini 1.5 Pro-002,Use of Force,8.695652173913043
Escalation - Three Choice,Israel,Gemini 1.5 Pro-002,No Use of Force,38.24653607262303
Escalation - Three Choice,Israel,Gemini 1.5 Pro-002,Refused to Answer,0.0
Escalation - Three Choice,Israel,Gemini 1.5 Pro-002,Threat of Force,53.05781175346392
Cooperation,United States,Claude 3.5 Sonnet,Non-cooperative,7.290292498749033
Cooperation,United States,Claude 3.5 Sonnet,Refused to Answer,0.05762028233938346
Cooperation,United States,Claude 3.5 Sonnet,Cooperative,92.65208721891157
Cooperation,United States,GPT-4o,Non-cooperative,12.079125536399337
Cooperation,United States,GPT-4o,Refused to Answer,0.0
Cooperation,United States,GPT-4o,Cooperative,87.92087446360067
Cooperation,United States,Mixtral 8x22B,Non-cooperative,16.930073671646706
Cooperation,United States,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,United States,Mixtral 8x22B,Cooperative,83.0699263283533
Cooperation,United States,Qwen2 72B,Non-cooperative,8.707865168539326
Cooperation,United States,Qwen2 72B,Refused to Answer,0.0
Cooperation,United States,Qwen2 72B,Cooperative,91.29213483146067
Cooperation,United States,Llama 3.1 8B Instruct,Non-cooperative,16.15888792855085
Cooperation,United States,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,United States,Llama 3.1 8B Instruct,Cooperative,83.84111207144915
Cooperation,United States,Llama 3.1 70B Instruct,Non-cooperative,14.661423979135394
Cooperation,United States,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,United States,Llama 3.1 70B Instruct,Cooperative,85.33857602086461
Cooperation,United States,Gemini 1.5 Pro-002,Non-cooperative,10.42993449483692
Cooperation,United States,Gemini 1.5 Pro-002,Refused to Answer,0.0
Cooperation,United States,Gemini 1.5 Pro-002,Cooperative,89.57006550516309
Cooperation,China,Claude 3.5 Sonnet,Non-cooperative,15.59447496947497
Cooperation,China,Claude 3.5 Sonnet,Refused to Answer,0.0
Cooperation,China,Claude 3.5 Sonnet,Cooperative,84.40552503052503
Cooperation,China,GPT-4o,Non-cooperative,18.280677655677657
Cooperation,China,GPT-4o,Refused to Answer,0.0
Cooperation,China,GPT-4o,Cooperative,81.71932234432235
Cooperation,China,Mixtral 8x22B,Non-cooperative,20.757020757020754
Cooperation,China,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,China,Mixtral 8x22B,Cooperative,79.24297924297925
Cooperation,China,Qwen2 72B,Non-cooperative,13.095238095238095
Cooperation,China,Qwen2 72B,Refused to Answer,0.0
Cooperation,China,Qwen2 72B,Cooperative,86.9047619047619
Cooperation,China,Llama 3.1 8B Instruct,Non-cooperative,20.837148962148962
Cooperation,China,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,China,Llama 3.1 8B Instruct,Cooperative,79.16285103785104
Cooperation,China,Llama 3.1 70B Instruct,Non-cooperative,18.405388471177947
Cooperation,China,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,China,Llama 3.1 70B Instruct,Cooperative,81.59461152882206
Cooperation,China,Gemini 1.5 Pro-002,Non-cooperative,20.899906015037594
Cooperation,China,Gemini 1.5 Pro-002,Refused to Answer,0.0
Cooperation,China,Gemini 1.5 Pro-002,Cooperative,79.1000939849624
Cooperation,Russia,Claude 3.5 Sonnet,Non-cooperative,10.832570207570209
Cooperation,Russia,Claude 3.5 Sonnet,Refused to Answer,0.0
Cooperation,Russia,Claude 3.5 Sonnet,Cooperative,89.16742979242979
Cooperation,Russia,GPT-4o,Non-cooperative,24.738629426129425
Cooperation,Russia,GPT-4o,Refused to Answer,0.0
Cooperation,Russia,GPT-4o,Cooperative,75.26137057387056
Cooperation,Russia,Mixtral 8x22B,Non-cooperative,19.84126984126984
Cooperation,Russia,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,Russia,Mixtral 8x22B,Cooperative,80.15873015873015
Cooperation,Russia,Qwen2 72B,Non-cooperative,10.714285714285714
Cooperation,Russia,Qwen2 72B,Refused to Answer,0.0
Cooperation,Russia,Qwen2 72B,Cooperative,89.28571428571429
Cooperation,Russia,Llama 3.1 8B Instruct,Non-cooperative,21.153846153846153
Cooperation,Russia,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,Russia,Llama 3.1 8B Instruct,Cooperative,78.84615384615384
Cooperation,Russia,Llama 3.1 70B Instruct,Non-cooperative,16.91729323308271
Cooperation,Russia,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,Russia,Llama 3.1 70B Instruct,Cooperative,83.0827067669173
Cooperation,Russia,Gemini 1.5 Pro-002,Non-cooperative,21.822685720712037
Cooperation,Russia,Gemini 1.5 Pro-002,Refused to Answer,0.0
Cooperation,Russia,Gemini 1.5 Pro-002,Cooperative,78.17731427928796
Cooperation,United Kingdom,Claude 3.5 Sonnet,Non-cooperative,7.293700881162183
Cooperation,United Kingdom,Claude 3.5 Sonnet,Refused to Answer,0.0
Cooperation,United Kingdom,Claude 3.5 Sonnet,Cooperative,92.70629911883782
Cooperation,United Kingdom,GPT-4o,Non-cooperative,11.005398110661268
Cooperation,United Kingdom,GPT-4o,Refused to Answer,0.0
Cooperation,United Kingdom,GPT-4o,Cooperative,88.99460188933874
Cooperation,United Kingdom,Mixtral 8x22B,Non-cooperative,18.22021116138763
Cooperation,United Kingdom,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,United Kingdom,Mixtral 8x22B,Cooperative,81.77978883861236
Cooperation,United Kingdom,Qwen2 72B,Non-cooperative,8.885448916408668
Cooperation,United Kingdom,Qwen2 72B,Refused to Answer,0.0
Cooperation,United Kingdom,Qwen2 72B,Cooperative,91.11455108359134
Cooperation,United Kingdom,Llama 3.1 8B Instruct,Non-cooperative,16.742081447963802
Cooperation,United Kingdom,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,United Kingdom,Llama 3.1 8B Instruct,Cooperative,83.2579185520362
Cooperation,United Kingdom,Llama 3.1 70B Instruct,Non-cooperative,12.085913312693501
Cooperation,United Kingdom,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,United Kingdom,Llama 3.1 70B Instruct,Cooperative,87.9140866873065
Cooperation,United Kingdom,Gemini 1.5 Pro-002,Non-cooperative,8.0700762086211
Cooperation,United Kingdom,Gemini 1.5 Pro-002,Refused to Answer,0.0
Cooperation,United Kingdom,Gemini 1.5 Pro-002,Cooperative,91.9299237913789
Cooperation,India,Claude 3.5 Sonnet,Non-cooperative,8.444370419720187
Cooperation,India,Claude 3.5 Sonnet,Refused to Answer,0.0
Cooperation,India,Claude 3.5 Sonnet,Cooperative,91.55562958027981
Cooperation,India,GPT-4o,Non-cooperative,15.024065153145765
Cooperation,India,GPT-4o,Refused to Answer,0.0
Cooperation,India,GPT-4o,Cooperative,84.97593484685424
Cooperation,India,Mixtral 8x22B,Non-cooperative,18.954884777669587
Cooperation,India,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,India,Mixtral 8x22B,Cooperative,81.04511522233041
Cooperation,India,Qwen2 72B,Non-cooperative,10.126582278481013
Cooperation,India,Qwen2 72B,Refused to Answer,0.0
Cooperation,India,Qwen2 72B,Cooperative,89.87341772151899
Cooperation,India,Llama 3.1 8B Instruct,Non-cooperative,18.69117169750081
Cooperation,India,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,India,Llama 3.1 8B Instruct,Cooperative,81.30882830249918
Cooperation,India,Llama 3.1 70B Instruct,Non-cooperative,19.153043270298433
Cooperation,India,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,India,Llama 3.1 70B Instruct,Cooperative,80.84695672970156
Cooperation,India,Gemini 1.5 Pro-002,Non-cooperative,18.584725567570338
Cooperation,India,Gemini 1.5 Pro-002,Refused to Answer,1.2658227848101267
Cooperation,India,Gemini 1.5 Pro-002,Cooperative,80.14945164761954
Cooperation,France,Claude 3.5 Sonnet,Non-cooperative,4.337114822312191
Cooperation,France,Claude 3.5 Sonnet,Refused to Answer,0.035612535612535606
Cooperation,France,Claude 3.5 Sonnet,Cooperative,95.62727264207527
Cooperation,France,GPT-4o,Non-cooperative,8.440053793672215
Cooperation,France,GPT-4o,Refused to Answer,0.0
Cooperation,France,GPT-4o,Cooperative,91.55994620632778
Cooperation,France,Mixtral 8x22B,Non-cooperative,13.176638176638177
Cooperation,France,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,France,Mixtral 8x22B,Cooperative,86.82336182336182
Cooperation,France,Qwen2 72B,Non-cooperative,6.944444444444445
Cooperation,France,Qwen2 72B,Refused to Answer,0.0
Cooperation,France,Qwen2 72B,Cooperative,93.05555555555556
Cooperation,France,Llama 3.1 8B Instruct,Non-cooperative,12.606837606837606
Cooperation,France,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,France,Llama 3.1 8B Instruct,Cooperative,87.3931623931624
Cooperation,France,Llama 3.1 70B Instruct,Non-cooperative,11.403508771929825
Cooperation,France,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,France,Llama 3.1 70B Instruct,Cooperative,88.59649122807018
Cooperation,France,Gemini 1.5 Pro-002,Non-cooperative,11.683957489878544
Cooperation,France,Gemini 1.5 Pro-002,Refused to Answer,0.0
Cooperation,France,Gemini 1.5 Pro-002,Cooperative,88.31604251012146
Cooperation,Iran,Claude 3.5 Sonnet,Non-cooperative,10.113636363636363
Cooperation,Iran,Claude 3.5 Sonnet,Refused to Answer,1.8181818181818181
Cooperation,Iran,Claude 3.5 Sonnet,Cooperative,88.06818181818181
Cooperation,Iran,GPT-4o,Non-cooperative,20.952797202797203
Cooperation,Iran,GPT-4o,Refused to Answer,0.0
Cooperation,Iran,GPT-4o,Cooperative,79.0472027972028
Cooperation,Iran,Mixtral 8x22B,Non-cooperative,20.23310023310023
Cooperation,Iran,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,Iran,Mixtral 8x22B,Cooperative,79.76689976689977
Cooperation,Iran,Qwen2 72B,Non-cooperative,12.727272727272727
Cooperation,Iran,Qwen2 72B,Refused to Answer,0.0
Cooperation,Iran,Qwen2 72B,Cooperative,87.27272727272727
Cooperation,Iran,Llama 3.1 8B Instruct,Non-cooperative,21.21212121212121
Cooperation,Iran,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,Iran,Llama 3.1 8B Instruct,Cooperative,78.78787878787878
Cooperation,Iran,Llama 3.1 70B Instruct,Non-cooperative,16.555023923444978
Cooperation,Iran,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,Iran,Llama 3.1 70B Instruct,Cooperative,83.44497607655504
Cooperation,Iran,Gemini 1.5 Pro-002,Non-cooperative,20.974880382775122
Cooperation,Iran,Gemini 1.5 Pro-002,Refused to Answer,0.0
Cooperation,Iran,Gemini 1.5 Pro-002,Cooperative,79.02511961722487
Cooperation,Pakistan,Claude 3.5 Sonnet,Non-cooperative,9.198081900842901
Cooperation,Pakistan,Claude 3.5 Sonnet,Refused to Answer,0.08406893652795291
Cooperation,Pakistan,Claude 3.5 Sonnet,Cooperative,90.71784916262914
Cooperation,Pakistan,GPT-4o,Non-cooperative,20.399852879361077
Cooperation,Pakistan,GPT-4o,Refused to Answer,0.0
Cooperation,Pakistan,GPT-4o,Cooperative,79.60014712063892
Cooperation,Pakistan,Mixtral 8x22B,Non-cooperative,13.805695670449767
Cooperation,Pakistan,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,Pakistan,Mixtral 8x22B,Cooperative,86.19430432955022
Cooperation,Pakistan,Qwen2 72B,Non-cooperative,11.433375367801597
Cooperation,Pakistan,Qwen2 72B,Refused to Answer,0.0
Cooperation,Pakistan,Qwen2 72B,Cooperative,88.5666246321984
Cooperation,Pakistan,Llama 3.1 8B Instruct,Non-cooperative,20.313156788566623
Cooperation,Pakistan,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,Pakistan,Llama 3.1 8B Instruct,Cooperative,79.68684321143337
Cooperation,Pakistan,Llama 3.1 70B Instruct,Non-cooperative,19.71416561580496
Cooperation,Pakistan,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,Pakistan,Llama 3.1 70B Instruct,Cooperative,80.28583438419504
Cooperation,Pakistan,Gemini 1.5 Pro-002,Non-cooperative,16.025226211809475
Cooperation,Pakistan,Gemini 1.5 Pro-002,Refused to Answer,0.04203446826397646
Cooperation,Pakistan,Gemini 1.5 Pro-002,Cooperative,83.93273931992654
Cooperation,Saudi Arabia,Claude 3.5 Sonnet,Non-cooperative,7.736373901787435
Cooperation,Saudi Arabia,Claude 3.5 Sonnet,Refused to Answer,0.0
Cooperation,Saudi Arabia,Claude 3.5 Sonnet,Cooperative,92.26362609821255
Cooperation,Saudi Arabia,GPT-4o,Non-cooperative,24.21438210911895
Cooperation,Saudi Arabia,GPT-4o,Refused to Answer,0.0
Cooperation,Saudi Arabia,GPT-4o,Cooperative,75.78561789088106
Cooperation,Saudi Arabia,Mixtral 8x22B,Non-cooperative,21.088435374149658
Cooperation,Saudi Arabia,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,Saudi Arabia,Mixtral 8x22B,Cooperative,78.91156462585033
Cooperation,Saudi Arabia,Qwen2 72B,Non-cooperative,12.244897959183673
Cooperation,Saudi Arabia,Qwen2 72B,Refused to Answer,0.0
Cooperation,Saudi Arabia,Qwen2 72B,Cooperative,87.75510204081633
Cooperation,Saudi Arabia,Llama 3.1 8B Instruct,Non-cooperative,23.757195185766612
Cooperation,Saudi Arabia,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,Saudi Arabia,Llama 3.1 8B Instruct,Cooperative,76.2428048142334
Cooperation,Saudi Arabia,Llama 3.1 70B Instruct,Non-cooperative,22.663802363050486
Cooperation,Saudi Arabia,Llama 3.1 70B Instruct,Refused to Answer,0.0
Cooperation,Saudi Arabia,Llama 3.1 70B Instruct,Cooperative,77.33619763694952
Cooperation,Saudi Arabia,Gemini 1.5 Pro-002,Non-cooperative,18.689581095596132
Cooperation,Saudi Arabia,Gemini 1.5 Pro-002,Refused to Answer,0.0
Cooperation,Saudi Arabia,Gemini 1.5 Pro-002,Cooperative,81.31041890440387
Cooperation,Israel,Claude 3.5 Sonnet,Non-cooperative,4.848484848484848
Cooperation,Israel,Claude 3.5 Sonnet,Refused to Answer,1.8181818181818181
Cooperation,Israel,Claude 3.5 Sonnet,Cooperative,93.33333333333334
Cooperation,Israel,GPT-4o,Non-cooperative,13.53146853146853
Cooperation,Israel,GPT-4o,Refused to Answer,3.6363636363636362
Cooperation,Israel,GPT-4o,Cooperative,82.83216783216784
Cooperation,Israel,Mixtral 8x22B,Non-cooperative,23.822843822843822
Cooperation,Israel,Mixtral 8x22B,Refused to Answer,0.0
Cooperation,Israel,Mixtral 8x22B,Cooperative,76.17715617715618
Cooperation,Israel,Qwen2 72B,Non-cooperative,12.773892773892774
Cooperation,Israel,Qwen2 72B,Refused to Answer,0.0
Cooperation,Israel,Qwen2 72B,Cooperative,87.22610722610723
Cooperation,Israel,Llama 3.1 8B Instruct,Non-cooperative,25.780885780885782
Cooperation,Israel,Llama 3.1 8B Instruct,Refused to Answer,0.0
Cooperation,Israel,Llama 3.1 8B Instruct,Cooperative,74.21911421911422
